#Bola branca, 7 actions - random iluminacao e campo, voltando para o gol - com 9 campos, 500 mil de memoria, fisheye random, input 84x84, exponencial e-greedy
252 463 -0.39090712743 -14.42 0.88 2520000 341 463 0 129293
253 462 -0.433939393939 -7.76 0.88 2530000 330 461 0 128897
254 472 -0.377436440678 -6.63 0.91 2540000 348 472 0 128507
255 435 -0.553264367816 -14.84 0.88 2550000 302 434 0 128122
256 423 -0.620827423168 -35.56 0.88 2560000 299 421 1 127743
257 452 -0.433761061947 -36.91 0.91 2570000 349 451 1 127368
258 449 -0.451959910913 -31.45 0.88 2580000 335 448 1 126999
259 489 -0.366809815951 -21.4 0.91 2590000 351 486 0 126634
260 434 -0.491843317972 -11.89 0.88 2600000 319 433 0 126275
261 385 -0.721012987013 -33.44 0.88 2610000 282 382 2 125920
262 414 -0.578188405797 -27.74 0.88 2620000 308 413 0 125570
263 413 -0.651573849879 -35.6 0.88 2630000 290 410 3 125225
264 432 -0.540509259259 -7.62 0.91 2640000 300 432 0 124884
265 375 -0.8184 -32.93 0.91 2650000 253 374 1 124549
266 413 -0.615060532688 -37.89 0.88 2660000 309 408 3 124217
267 444 -0.422297297297 -25.09 0.88 2670000 342 442 0 123890
268 437 -0.501510297483 -33.12 0.88 2680000 323 436 1 123568
269 367 -0.849046321526 -35.19 0.85 2690000 257 363 2 123250
270 430 -0.544302325581 -34.58 0.88 2700000 323 427 1 122936
271 387 -0.712687338501 -31.46 0.91 2710000 287 385 2 122626
272 446 -0.486838565022 -23.41 0.88 2720000 312 446 0 122321
273 489 -0.290265848671 -16.0 0.88 2730000 371 489 0 122019
274 480 -0.3159375 -5.96 0.88 2740000 361 480 0 121722
275 441 -0.525510204082 -35.52 0.91 2750000 319 438 2 121429
276 521 -0.276583493282 -19.96 0.88 2760000 367 520 0 121140
277 496 -0.28685483871 -35.94 0.88 2770000 378 494 1 120854
278 451 -0.456474501109 -38.2 0.88 2780000 337 450 1 120573
279 508 -0.263326771654 -7.06 0.88 2790000 378 508 0 120295
280 424 -0.518820754717 -31.97 0.91 2800000 323 421 2 120021
281 422 -0.617156398104 -38.12 0.88 2810000 300 420 2 119751
282 490 -0.36506122449 -35.03 0.91 2820000 346 490 1 119484
283 515 -0.265359223301 -15.01 0.91 2830000 379 512 0 119221
284 513 -0.226627680312 -31.97 0.91 2840000 397 512 1 118961
285 503 -0.261332007952 -5.62 0.88 2850000 374 502 0 118706
286 461 -0.405553145336 -33.12 0.91 2860000 346 457 1 118453
287 469 -0.361855010661 -30.25 0.91 2870000 362 468 1 118204
288 440 -0.496909090909 -35.37 0.91 2880000 323 438 1 117958
289 508 -0.279409448819 -11.32 0.91 2890000 369 508 0 117716
290 523 -0.230745697897 -32.51 0.91 2900000 386 522 1 117477
291 448 -0.487700892857 -35.88 0.88 2910000 323 447 1 117241
292 457 -0.413435448578 -14.31 0.88 2920000 339 457 0 117008
293 525 -0.224095238095 -8.78 0.91 2930000 389 525 0 116778
294 502 -0.242848605578 -10.37 0.91 2940000 390 502 0 116552
295 507 -0.229487179487 -9.5 0.88 2950000 390 507 0 116328
296 471 -0.374267515924 -29.8 0.91 2960000 356 469 1 116108
297 493 -0.315010141988 -11.12 0.88 2970000 366 493 0 115890
298 473 -0.394376321353 -33.76 0.88 2980000 338 471 1 115676
299 485 -0.375216494845 -33.41 0.88 2990000 339 484 1 115464
300 459 -0.417167755991 -8.66 0.88 3000000 333 457 0 115256
301 458 -0.418886462882 -37.71 0.88 3010000 344 456 1 115050
302 496 -0.266310483871 -4.99 0.88 3020000 379 496 0 114846
303 446 -0.489641255605 -36.07 0.88 3030000 323 445 1 114646
304 470 -0.439744680851 -35.62 0.91 3040000 336 468 1 114448
305 553 -0.189945750452 -8.65 0.88 3050000 394 551 0 114253
306 549 -0.144499089253 -13.48 0.88 3060000 419 549 0 114061
307 529 -0.209092627599 -5.11 0.91 3070000 394 529 0 113871
308 519 -0.207707129094 -6.81 0.91 3080000 400 518 0 113684
309 489 -0.302719836401 -4.53 0.91 3090000 373 489 0 113499
310 549 -0.146812386157 -5.54 0.88 3100000 417 549 0 113317
311 493 -0.275172413793 -37.79 0.91 3110000 384 492 1 113137
312 558 -0.105573476703 -5.64 0.91 3120000 429 557 0 112960
313 504 -0.252083333333 -9.3 0.88 3130000 380 504 0 112785
314 493 -0.277038539554 -16.41 0.88 3140000 381 493 0 112612
315 517 -0.258549323017 -9.57 0.91 3150000 380 516 0 112442
316 484 -0.308904958678 -9.23 0.88 3160000 364 484 0 112274
317 415 -0.532168674699 -8.16 0.88 3170000 313 414 0 112108
318 462 -0.381774891775 -5.21 0.91 3180000 343 460 0 111945
319 482 -0.327821576763 -3.64 0.91 3190000 360 482 0 111783
320 486 -0.303189300412 -15.7 0.88 3200000 355 485 0 111624
321 476 -0.398655462185 -37.51 0.91 3210000 358 474 2 111467
322 485 -0.328701030928 -12.94 0.91 3220000 360 484 0 111313
323 499 -0.258917835671 -6.23 0.91 3230000 379 498 0 111160
324 461 -0.414750542299 -13.0 0.88 3240000 334 460 0 111009
325 455 -0.472923076923 -38.28 0.88 3250000 327 454 1 110861
326 479 -0.359686847599 -24.9 0.88 3260000 354 480 0 110714
327 519 -0.237418111753 -4.66 0.88 3270000 377 519 0 110569
328 465 -0.417698924731 -5.88 0.88 3280000 339 465 0 110427
329 507 -0.272682445759 -16.88 0.88 3290000 378 505 0 110286
330 508 -0.273681102362 -7.62 0.88 3300000 376 508 0 110147
331 523 -0.200191204589 -15.03 0.88 3310000 396 523 0 110010
332 505 -0.269821782178 -7.96 0.88 3320000 376 503 0 109875
333 485 -0.347958762887 -30.36 0.88 3330000 347 483 1 109742
334 523 -0.250497131931 -30.46 0.88 3340000 384 523 0 109610
335 489 -0.348588957055 -34.17 0.88 3350000 350 488 1 109480
336 487 -0.319240246407 -6.6 0.88 3360000 361 486 0 109352
337 498 -0.29234939759 -8.22 0.88 3370000 366 498 0 109226
338 499 -0.275611222445 -8.56 0.88 3380000 375 498 0 109102
339 476 -0.347478991597 -7.4 0.88 3390000 353 476 0 108979
340 504 -0.298154761905 -12.51 0.88 3400000 365 504 0 108857
341 535 -0.20661682243 -9.09 0.88 3410000 395 535 0 108738
342 503 -0.261172962227 -6.46 0.88 3420000 379 503 0 108620
343 477 -0.395492662474 -34.47 0.91 3430000 342 476 1 108504
344 497 -0.31106639839 -31.11 0.88 3440000 365 494 1 108389
345 521 -0.197389635317 -5.36 0.91 3450000 396 520 0 108276
346 485 -0.309731958763 -11.41 0.88 3460000 364 485 0 108164
347 441 -0.497823129252 -36.2 0.88 3470000 319 440 1 108054
348 464 -0.391163793103 -6.69 0.88 3480000 341 464 0 107945
349 494 -0.300910931174 -31.75 0.88 3490000 363 492 1 107838
350 515 -0.27013592233 -5.36 0.91 3500000 373 515 0 107732
351 472 -0.386822033898 -30.33 0.88 3510000 351 472 0 107627
352 424 -0.520636792453 -12.53 0.88 3520000 317 423 0 107524
353 424 -0.513466981132 -35.21 0.88 3530000 335 423 1 107423
354 420 -0.562619047619 -22.91 0.91 3540000 309 420 0 107323
355 505 -0.263603960396 -10.48 0.88 3550000 386 505 0 107224
356 508 -0.217578740157 -19.65 0.88 3560000 402 508 0 107126
357 543 -0.139631675875 -16.82 0.91 3570000 429 543 0 107030
358 501 -0.292075848303 -33.03 0.88 3580000 377 499 1 106935
359 506 -0.276798418972 -4.96 0.88 3590000 370 506 0 106842
360 537 -0.175549348231 -19.87 0.88 3600000 418 537 0 106749
361 540 -0.179074074074 -6.25 0.91 3610000 402 539 0 106658
362 482 -0.346369294606 -33.38 0.88 3620000 357 481 1 106568
363 532 -0.162067669173 -18.94 0.88 3630000 415 532 0 106479
364 561 -0.12201426025 -5.63 0.88 3640000 421 560 0 106392
365 571 -0.0760945709282 -10.58 0.88 3650000 444 571 0 106306
366 516 -0.24992248062 -5.8 0.88 3660000 380 516 0 106221
367 514 -0.252276264591 -5.45 0.91 3670000 385 514 0 106137
